,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,oft_f1,oft_f2,oft_f3,oft_f4,oft_f5,oft_f6,oft_f7,oft_f8,oft_f9,oft_f10,oft_f11,oft_f12,oft_f13,oft_steel1,oft_steel2,oft_steel3,oft_steel4,oft_steel5,oft_steel6,oft_steel7,oft_steel8,oft_steel9,oft_steel10,oft_steel11,oft_steel12,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
t138,115.0,135.0,60.0,90.0,80.0,60.0,90.0,95.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,115.0,90.0,90.0,115.0,115.0,105.0,115.0,115.0,105.0,90.0,90.0,135.0,135.0,115.0,100.0,110.0,60.0,60.0,115.0,60.0,60.0,60.0,60.0,90.0,115.0,90.0,60.0,135.0,135.0,60.0,60.0,60.0,80.0,135.0,100.0,75.0,80.0,80.0,135.0,60.0,60.0,60.0,135.0,115.0,135.0,100.0,135.0,135.0,60.0,120.0,120.0,120.0,120.0,95.0,60.0,60.0,95.0,95.0,100.0,75.0,75.0,120.0,80.0,60.0,95.0,105.0,130.0,110.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,80.0,80.0,95.0,90.0,90.0,80.0,115.0,80.0,80.0,90.0,80.0,115.0,135.0,135.0,80.0,80.0,80.0,80.0,80.0,95.0,105.0,60.0,60.0,80.0,80.0,105.0,80.0,80.0,80.0,60.0,80.0,90.0,80.0,80.0,1000000000000.0,90.0,80.0,80.0,105.0,80.0,135.0,135.0,115.0,135.0,135.0,115.0,115.0,130.0,95.0,115.0,80.0,135.0,80.0,135.0,135.0,80.0,80.0,80.0,95.0,125.0,95.0,135.0,130.0,130.0,130.0,130.0,95.0,95.0,135.0,135.0,135.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t139,75.0,130.0,90.0,60.0,105.0,90.0,60.0,75.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,105.0,90.0,135.0,60.0,60.0,135.0,75.0,95.0,75.0,75.0,95.0,60.0,60.0,135.0,135.0,135.0,100.0,120.0,90.0,90.0,135.0,90.0,90.0,90.0,90.0,60.0,75.0,60.0,90.0,135.0,135.0,90.0,90.0,90.0,105.0,135.0,100.0,75.0,105.0,105.0,135.0,90.0,90.0,90.0,135.0,135.0,130.0,100.0,135.0,135.0,90.0,115.0,115.0,115.0,115.0,75.0,90.0,90.0,75.0,75.0,100.0,75.0,75.0,115.0,105.0,90.0,75.0,95.0,125.0,120.0,90.0,90.0,90.0,90.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,60.0,105.0,105.0,75.0,60.0,60.0,105.0,135.0,105.0,105.0,60.0,105.0,135.0,130.0,130.0,105.0,105.0,105.0,105.0,105.0,75.0,95.0,90.0,90.0,105.0,105.0,95.0,105.0,105.0,105.0,90.0,105.0,60.0,105.0,105.0,90.0,1000000000000.0,105.0,105.0,95.0,105.0,135.0,135.0,135.0,130.0,130.0,135.0,135.0,125.0,75.0,135.0,105.0,130.0,105.0,130.0,130.0,105.0,105.0,105.0,75.0,135.0,75.0,130.0,125.0,125.0,125.0,125.0,75.0,75.0,130.0,135.0,135.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,148.77641721742572,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,141.88800870687527,44.18125562958477,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t140,110.0,140.0,80.0,105.0,60.0,80.0,105.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,125.0,105.0,105.0,125.0,110.0,120.0,110.0,110.0,120.0,105.0,105.0,140.0,140.0,125.0,100.0,120.0,80.0,80.0,125.0,80.0,80.0,80.0,80.0,105.0,110.0,105.0,80.0,140.0,140.0,80.0,80.0,80.0,60.0,140.0,100.0,100.0,60.0,60.0,140.0,80.0,80.0,80.0,140.0,125.0,140.0,100.0,140.0,140.0,80.0,110.0,110.0,110.0,110.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,110.0,60.0,80.0,100.0,120.0,140.0,120.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,75.0,75.0,60.0,60.0,60.0,105.0,60.0,75.0,100.0,105.0,105.0,60.0,125.0,75.0,75.0,105.0,60.0,125.0,140.0,140.0,75.0,75.0,60.0,75.0,75.0,100.0,120.0,80.0,80.0,75.0,60.0,120.0,60.0,60.0,60.0,80.0,60.0,105.0,75.0,75.0,80.0,105.0,1000000000000.0,75.0,120.0,75.0,140.0,140.0,125.0,140.0,140.0,125.0,125.0,140.0,100.0,125.0,75.0,140.0,75.0,140.0,140.0,75.0,75.0,75.0,100.0,130.0,100.0,140.0,140.0,140.0,140.0,140.0,100.0,100.0,140.0,140.0,140.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,124.55388517848057,93.66881141294763,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,104.95332746341403,88.74378245115614,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t141,110.0,145.0,80.0,105.0,75.0,80.0,105.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,80.0,125.0,105.0,105.0,125.0,110.0,120.0,110.0,110.0,120.0,105.0,105.0,145.0,145.0,125.0,100.0,120.0,80.0,80.0,125.0,80.0,80.0,80.0,80.0,105.0,110.0,105.0,80.0,145.0,145.0,80.0,80.0,80.0,75.0,145.0,100.0,100.0,75.0,75.0,145.0,80.0,80.0,80.0,145.0,125.0,145.0,100.0,145.0,145.0,80.0,115.0,115.0,115.0,115.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,115.0,75.0,80.0,100.0,120.0,145.0,120.0,80.0,80.0,80.0,80.0,75.0,75.0,75.0,75.0,75.0,75.0,60.0,60.0,75.0,75.0,75.0,105.0,75.0,60.0,100.0,105.0,105.0,75.0,125.0,60.0,60.0,105.0,75.0,125.0,145.0,145.0,60.0,60.0,75.0,60.0,60.0,100.0,120.0,80.0,80.0,60.0,75.0,120.0,75.0,75.0,75.0,80.0,75.0,105.0,60.0,60.0,80.0,105.0,75.0,1000000000000.0,120.0,60.0,145.0,145.0,125.0,145.0,145.0,125.0,125.0,145.0,100.0,125.0,60.0,145.0,60.0,145.0,145.0,60.0,60.0,60.0,100.0,130.0,100.0,145.0,145.0,145.0,145.0,145.0,100.0,100.0,145.0,145.0,145.0,1000000000000.0,1000000000000.0,1000000000000.0,87.3526025226618,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t142,85.0,100.0,105.0,95.0,120.0,105.0,95.0,100.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,120.0,105.0,100.0,95.0,95.0,100.0,85.0,60.0,85.0,85.0,60.0,95.0,95.0,100.0,100.0,100.0,140.0,125.0,105.0,105.0,100.0,105.0,105.0,105.0,105.0,95.0,85.0,95.0,105.0,100.0,100.0,105.0,105.0,105.0,120.0,100.0,140.0,105.0,120.0,120.0,100.0,105.0,105.0,105.0,100.0,100.0,100.0,140.0,100.0,100.0,105.0,150.0,150.0,150.0,150.0,75.0,105.0,105.0,75.0,75.0,140.0,105.0,105.0,150.0,120.0,105.0,75.0,60.0,115.0,125.0,105.0,105.0,105.0,105.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,95.0,120.0,120.0,100.0,95.0,95.0,120.0,100.0,120.0,120.0,95.0,120.0,100.0,100.0,100.0,120.0,120.0,120.0,120.0,120.0,100.0,60.0,105.0,105.0,120.0,120.0,60.0,120.0,120.0,120.0,105.0,120.0,95.0,120.0,120.0,105.0,95.0,120.0,120.0,1000000000000.0,120.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,100.0,100.0,120.0,100.0,120.0,100.0,100.0,120.0,120.0,120.0,100.0,120.0,75.0,100.0,115.0,115.0,115.0,115.0,75.0,75.0,100.0,100.0,100.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,96.44448177538652,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t143,110.0,145.0,80.0,105.0,75.0,80.0,105.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,80.0,125.0,105.0,105.0,125.0,110.0,120.0,110.0,110.0,120.0,105.0,105.0,145.0,145.0,125.0,100.0,120.0,80.0,80.0,125.0,80.0,80.0,80.0,80.0,105.0,110.0,105.0,80.0,145.0,145.0,80.0,80.0,80.0,75.0,145.0,100.0,100.0,75.0,75.0,145.0,80.0,80.0,80.0,145.0,125.0,145.0,100.0,145.0,145.0,80.0,115.0,115.0,115.0,115.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,115.0,75.0,80.0,100.0,120.0,145.0,120.0,80.0,80.0,80.0,80.0,75.0,75.0,75.0,75.0,75.0,75.0,60.0,60.0,75.0,75.0,75.0,105.0,75.0,60.0,100.0,105.0,105.0,75.0,125.0,60.0,60.0,105.0,75.0,125.0,145.0,145.0,60.0,60.0,75.0,60.0,60.0,100.0,120.0,80.0,80.0,60.0,75.0,120.0,75.0,75.0,75.0,80.0,75.0,105.0,60.0,60.0,80.0,105.0,75.0,60.0,120.0,1000000000000.0,145.0,145.0,125.0,145.0,145.0,125.0,125.0,145.0,100.0,125.0,60.0,145.0,60.0,145.0,145.0,60.0,60.0,60.0,100.0,130.0,100.0,145.0,145.0,145.0,145.0,145.0,100.0,100.0,145.0,145.0,145.0,1000000000000.0,1000000000000.0,1000000000000.0,127.5636670006479,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t144,135.0,75.0,135.0,135.0,140.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,140.0,135.0,75.0,135.0,135.0,75.0,135.0,100.0,135.0,135.0,100.0,135.0,135.0,60.0,60.0,75.0,120.0,110.0,135.0,135.0,75.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,60.0,60.0,135.0,135.0,135.0,140.0,60.0,120.0,135.0,140.0,140.0,60.0,135.0,135.0,135.0,60.0,75.0,75.0,120.0,60.0,60.0,135.0,105.0,105.0,105.0,105.0,125.0,135.0,135.0,125.0,125.0,120.0,135.0,135.0,105.0,140.0,135.0,125.0,100.0,100.0,110.0,135.0,135.0,135.0,135.0,140.0,140.0,140.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,135.0,140.0,145.0,135.0,135.0,135.0,140.0,75.0,145.0,145.0,135.0,140.0,75.0,75.0,75.0,145.0,145.0,140.0,145.0,145.0,135.0,100.0,135.0,135.0,145.0,140.0,100.0,140.0,140.0,140.0,135.0,140.0,135.0,145.0,145.0,135.0,135.0,140.0,145.0,100.0,145.0,1000000000000.0,60.0,75.0,75.0,75.0,75.0,75.0,100.0,135.0,75.0,145.0,75.0,145.0,75.0,75.0,145.0,145.0,145.0,135.0,75.0,125.0,75.0,100.0,100.0,100.0,100.0,125.0,125.0,75.0,60.0,60.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,41.29765121451145,111.83269064433998,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t145,135.0,75.0,135.0,135.0,140.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,140.0,135.0,75.0,135.0,135.0,75.0,135.0,100.0,135.0,135.0,100.0,135.0,135.0,60.0,60.0,75.0,120.0,110.0,135.0,135.0,75.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,60.0,60.0,135.0,135.0,135.0,140.0,60.0,120.0,135.0,140.0,140.0,60.0,135.0,135.0,135.0,60.0,75.0,75.0,120.0,60.0,60.0,135.0,105.0,105.0,105.0,105.0,125.0,135.0,135.0,125.0,125.0,120.0,135.0,135.0,105.0,140.0,135.0,125.0,100.0,100.0,110.0,135.0,135.0,135.0,135.0,140.0,140.0,140.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,135.0,140.0,145.0,135.0,135.0,135.0,140.0,75.0,145.0,145.0,135.0,140.0,75.0,75.0,75.0,145.0,145.0,140.0,145.0,145.0,135.0,100.0,135.0,135.0,145.0,140.0,100.0,140.0,140.0,140.0,135.0,140.0,135.0,145.0,145.0,135.0,135.0,140.0,145.0,100.0,145.0,60.0,1000000000000.0,75.0,75.0,75.0,75.0,75.0,100.0,135.0,75.0,145.0,75.0,145.0,75.0,75.0,145.0,145.0,145.0,135.0,75.0,125.0,75.0,100.0,100.0,100.0,100.0,125.0,125.0,75.0,60.0,60.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,53.476852271277615,132.2622681680246,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t146,135.0,75.0,115.0,135.0,125.0,115.0,135.0,120.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,125.0,115.0,60.0,135.0,135.0,60.0,135.0,100.0,135.0,135.0,100.0,135.0,135.0,75.0,75.0,60.0,100.0,105.0,115.0,115.0,60.0,115.0,115.0,115.0,115.0,135.0,135.0,135.0,115.0,75.0,75.0,115.0,115.0,115.0,125.0,75.0,100.0,135.0,125.0,125.0,75.0,115.0,115.0,115.0,75.0,60.0,75.0,100.0,75.0,75.0,115.0,95.0,95.0,95.0,95.0,125.0,115.0,115.0,125.0,125.0,100.0,135.0,135.0,95.0,125.0,115.0,125.0,100.0,100.0,105.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,135.0,125.0,125.0,120.0,135.0,135.0,125.0,60.0,125.0,125.0,135.0,125.0,60.0,75.0,75.0,125.0,125.0,125.0,125.0,125.0,120.0,100.0,115.0,115.0,125.0,125.0,100.0,125.0,125.0,125.0,115.0,125.0,135.0,125.0,125.0,115.0,135.0,125.0,125.0,100.0,125.0,75.0,75.0,1000000000000.0,75.0,75.0,60.0,60.0,100.0,120.0,60.0,125.0,75.0,125.0,75.0,75.0,125.0,125.0,125.0,120.0,75.0,125.0,75.0,100.0,100.0,100.0,100.0,125.0,125.0,75.0,75.0,75.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,240.16102715375177,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
t147,125.0,60.0,135.0,130.0,140.0,135.0,130.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,140.0,135.0,75.0,130.0,130.0,75.0,125.0,100.0,125.0,125.0,100.0,130.0,130.0,75.0,75.0,75.0,120.0,105.0,135.0,135.0,75.0,135.0,135.0,135.0,135.0,130.0,125.0,130.0,135.0,75.0,75.0,135.0,135.0,135.0,140.0,75.0,120.0,130.0,140.0,140.0,75.0,135.0,135.0,135.0,75.0,75.0,60.0,120.0,75.0,75.0,135.0,100.0,100.0,100.0,100.0,120.0,135.0,135.0,120.0,120.0,120.0,130.0,130.0,100.0,140.0,135.0,120.0,100.0,100.0,105.0,135.0,135.0,135.0,135.0,140.0,140.0,140.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,130.0,140.0,145.0,135.0,130.0,130.0,140.0,75.0,145.0,145.0,130.0,140.0,75.0,60.0,60.0,145.0,145.0,140.0,145.0,145.0,135.0,100.0,135.0,135.0,145.0,140.0,100.0,140.0,140.0,140.0,135.0,140.0,130.0,145.0,145.0,135.0,130.0,140.0,145.0,100.0,145.0,75.0,75.0,75.0,1000000000000.0,60.0,75.0,75.0,100.0,135.0,75.0,145.0,60.0,145.0,60.0,60.0,145.0,145.0,145.0,135.0,75.0,120.0,60.0,100.0,100.0,100.0,100.0,120.0,120.0,60.0,75.0,75.0,109.83012448666179,200.16302577209188,176.51798972243222,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,80.66186803514537,52.01793552770092,68.22768541475469,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0
